Delphinus_KFOLD_5,S_attenuata_KFOLD_5,S_bredanensis_KFOLD_5,S_clymene_KFOLD_5,S_frontalis_KFOLD_5,S_longirostris_KFOLD_5,T_truncatus_KFOLD_5,Species_Classification,UID,EncounterNumber,KnownSpecies
0.14665361864873125,0.22182379712415995,0.014053759624023776,0.1446486855077201,0.21900951816290926,0.0688920633403748,0.18491855759208092,S_frontalis,48,PMC_12_A33,Delphinus
0.2781716206488413,0.10441710924019398,0.055517143967648175,0.12997415982189883,0.12174976087646985,0.10959265588608255,0.20057754955886525,T_truncatus,49,PMC_12_A33,Delphinus
0.5815503962953465,0.07608961514795444,0.035695941464605974,0.0500133625969302,0.12682449473526028,0.05008195564603256,0.07974423411387,Delphinus,50,PMC_12_A33,Delphinus
0.35132502545367544,0.10279366782372353,0.1341561793345192,0.020201495604514095,0.27314895814191165,0.04971549979151198,0.06865917385014401,Delphinus,51,PMC_12_A33,Delphinus
0.27413415608662367,0.10548386123200844,0.08740699734509919,0.1042037096922473,0.20624687780120557,0.08306766834069187,0.139456729502124,Delphinus,52,PMC_12_A33,Delphinus
0.5015024833621695,0.21111832014388798,0.024799440114502077,0.023943729960754803,0.12543298102322037,0.057660555548534165,0.05554248984693101,S_attenuata,53,PMC_12_A33,Delphinus
0.2110095126170315,0.14482575449405408,0.02878982707138968,0.012979180601665377,0.4684389521657538,0.05314719255655738,0.08080958049354815,S_frontalis,54,PMC_12_A33,Delphinus
0.35688680368325265,0.18740279533715248,0.06337447634011743,0.017188435642215318,0.2570731712662284,0.047866947645913135,0.0702073700851206,S_frontalis,55,PMC_12_A33,Delphinus
0.24108363886087547,0.10250309573381564,0.060002619260088944,0.027650702880452554,0.2831892082412738,0.18443487589990654,0.10113585912358702,Delphinus,56,PMC_12_A46,Delphinus
0.6498158982701683,0.022513324767598895,0.030570300305502902,0.05680986495435532,0.024698785140750506,0.1725161258203788,0.043075700741245296,Delphinus,57,PMC_12_A47,Delphinus
